Issue Date and Time,State,Plate ID,Division,Location,Location Standardized,Coordinates,Violation Description,Fine,Issuing Agency,Violation Location
01/20/2012 10:45:00 AM,PA,1100920,,99 N 10TH,"99 N 10TH ST, 19107","(39.9532890437,-75.1563466051)",METER EXPIRED CC,$36.00,PPA,"(39.9532890437, -75.1563466051)"
01/20/2012 11:09:00 AM,PA,558218,,1100 ARCH,"1100 ARCH ST, 19107","(39.9538520945,-75.1586499663)",METER EXPIRED CC,$36.00,PPA,"(39.9538520945, -75.1586499663)"
01/20/2012 11:13:00 AM,PA,746715,,1 N 11TH,"1 N 11TH ST, 19107","(39.9522354742,-75.15819286)",PARKING PROHBITED CC,$51.00,PPA,"(39.9522354742, -75.15819286)"
01/20/2012 11:36:00 AM,PA,1671030,,700 CHESTNUT,"700 CHESTNUT ST, 19106","(39.9495193169,-75.1531278169)",PASSENGR LOADNG ZONE,$31.00,PPA,"(39.9495193169, -75.1531278169)"
01/20/2012 12:12:00 PM,NJ,307071,,124 S 8TH,"124 S 8TH ST, 19107","(39.9489594539,-75.1540547745)",STOP PROHIBITED CC,$76.00,PPA,"(39.9489594539, -75.1540547745)"
01/20/2012 12:27:00 PM,PA,556831,,723 SANSOM,"723 SANSOM ST, 19106","(39.9486837289,-75.1533041221)",EXPIRED INSPECTION,$41.00,PPA,"(39.9486837289, -75.1533041221)"
01/20/2012 12:30:00 PM,PA,1629721,,124  S 8TH,"124 S 8TH ST, 19107","(39.9489594539,-75.1540547745)",STOP PROHIBITED CC,$76.00,PPA,"(39.9489594539, -75.1540547745)"
01/20/2012 01:13:00 PM,PA,747822,,1 N 12TH,"1 N 12TH ST, 19107","(39.9524255028,-75.1597739415)",STOP PROHIBITED CC,$76.00,PPA,"(39.9524255028, -75.1597739415)"
01/20/2012 01:16:00 PM,PA,1050760,,1200 FILBERT,"1200 FILBERT ST, 19107","(39.9530323747,-75.1604445998)",METER EXPIRED CC,$36.00,PPA,"(39.9530323747, -75.1604445998)"
01/20/2012 02:21:00 PM,PA,1403297,,1000 ARCH,"1000 ARCH ST, 19107","(39.9536484515,-75.1570780925)",METER EXPIRED CC,$36.00,PPA,"(39.9536484515, -75.1570780925)"
01/20/2012 02:23:00 PM,PA,1635643,,1000 ARCH,"1000 ARCH ST, 19107","(39.9536484515,-75.1570780925)",STOP PROHIBITED CC,$76.00,PPA,"(39.9536484515, -75.1570780925)"
01/20/2012 02:31:00 PM,NJ,183123,,900 ARCH,"900 ARCH ST, 19107","(39.953406209,-75.1551587958)",FIRE HYDRANT,$76.00,PPA,"(39.953406209, -75.1551587958)"
01/20/2012 02:33:00 PM,PA,500984,,911 ARCH,"911 ARCH ST, 19107","(39.953406209,-75.1551587958)",EXPIRED INSPECTION,$41.00,PPA,"(39.953406209, -75.1551587958)"
01/20/2012 02:43:00 PM,PA,1018395,,700 ARCH,"700 ARCH ST, 19106","(39.9530522259,-75.1523424142)",EXPIRED INSPECTION,$41.00,PPA,"(39.9530522259, -75.1523424142)"
01/20/2012 02:54:00 PM,PA,1120834,,1 S 8TH,"1 S 8TH ST, 19106","(39.9508319934,-75.15364781)",METER EXPIRED CC,$36.00,PPA,"(39.9508319934, -75.15364781)"
01/20/2012 02:56:00 PM,PA,502578,,1 S 8TH,"1 S 8TH ST, 19106","(39.9508319934,-75.15364781)",METER EXPIRED CC,$36.00,PPA,"(39.9508319934, -75.15364781)"
01/20/2012 03:32:00 PM,NJ,424823,,1000 FILBERT,"1000 FILBERT ST, 19107","(39.9526612164,-75.1572907768)",METER EXPIRED CC,$36.00,PPA,"(39.9526612164, -75.1572907768)"
01/20/2012 04:09:00 PM,NJ,175328,,1000 ARCH,"1000 ARCH ST, 19107","(39.9536484515,-75.1570780925)",STOP PROHIBITED CC,$76.00,PPA,"(39.9536484515, -75.1570780925)"
01/20/2012 05:43:00 PM,TX,1717603,,3400 SAMSON,"3400 SAMSON ST, 19104","(39.9536615605,-75.1926813073)",METER EXPIRED CC,$36.00,PPA,"(39.9536615605, -75.1926813073)"
01/20/2012 05:47:00 PM,NJ,319171,,3400 SAMSON,"3400 SAMSON ST, 19104","(39.9536615605,-75.1926813073)",METER EXPIRED CC,$36.00,PPA,"(39.9536615605, -75.1926813073)"
01/20/2012 05:55:00 PM,PA,670111,,100 S 36TH,"100 S 36TH ST, 19104","(39.9542842463,-75.1945461647)",STOP PROHIBITED CC,$76.00,PPA,"(39.9542842463, -75.1945461647)"
01/20/2012 12:00:00 AM,PA,1625808,,3400 SANSOM,"3400 SANSOM ST, 19104","(39.9536615605,-75.1926813073)",METER EXPIRED CC,$36.00,PPA,"(39.9536615605, -75.1926813073)"
01/20/2012 06:16:00 PM,PA,1607890,,3500 WALNUT,"3500 WALNUT ST, 19104","(39.9529768838,-75.1934429404)",METER EXPIRED CC,$36.00,PPA,"(39.9529768838, -75.1934429404)"
01/20/2012 06:41:00 AM,PA,966105,,3700 WALNUT,"3700 WALNUT ST, 19104","(39.953507168,-75.1977063265)",STOP PROHIBITED CC,$76.00,PPA,"(39.953507168, -75.1977063265)"
01/20/2012 06:43:00 PM,PA,1582467,,3700 WALNUT,"3700 WALNUT ST, 19104","(39.953507168,-75.1977063265)",BUS ONLY ZONE   CC,$76.00,PPA,"(39.953507168, -75.1977063265)"
01/20/2012 06:46:00 PM,NJ,257335,,3700 WALNUT,"3700 WALNUT ST, 19104","(39.953507168,-75.1977063265)",STOP PROHIBITED CC,$76.00,PPA,"(39.953507168, -75.1977063265)"
01/20/2012 07:03:00 PM,NJ,268543,,100 S 36TH,"100 S 36TH ST, 19104","(39.9542842463,-75.1945461647)",METER EXPIRED CC,$36.00,PPA,"(39.9542842463, -75.1945461647)"
01/20/2012 07:05:00 PM,NJ,225123,,100 S 36TH,"100 S 36TH ST, 19104","(39.9542842463,-75.1945461647)",METER EXPIRED CC,$36.00,PPA,"(39.9542842463, -75.1945461647)"
01/20/2012 07:13:00 PM,PA,933665,,3600 CHESTNU,"3600 CHESTNUT ST, 19104","(39.9547866142,-75.1954570887)",EXPIRED INSPECTION,$41.00,PPA,"(39.9547866142, -75.1954570887)"
01/20/2012 07:20:00 PM,PA,1587849,,3700 CHESTNU,"3700 CHESTNUT ST, 19104","(39.9550261306,-75.1973789119)",METER EXPIRED CC,$36.00,PPA,"(39.9550261306, -75.1973789119)"
01/20/2012 07:23:00 PM,PA,672659,,3600 CHESTNU,"3600 CHESTNUT ST, 19104","(39.9547866142,-75.1954570887)",EXPIRED INSPECTION,$41.00,PPA,"(39.9547866142, -75.1954570887)"
01/20/2012 07:29:00 PM,PA,1030798,,3600 CHESTNU,"3600 CHESTNUT ST, 19104","(39.9547866142,-75.1954570887)",EXPIRED INSPECTION,$41.00,PPA,"(39.9547866142, -75.1954570887)"
08/19/2014 07:18:00 AM,PA,631650,,500 N 4TH ST,"500 N 4TH ST, 19123","(39.961426377,-75.14489241)",STOP PROHIBITED CC,$76.00,PPA,"(39.961426377, -75.14489241)"
08/27/2014 07:21:00 AM,NJ,286616,,400 N 4TH ST,"400 N 4TH ST, 19123","(39.9581647291,-75.145585505)",STOP PROHIBITED CC,$76.00,PPA,"(39.9581647291, -75.145585505)"
02/27/2012 12:32:00 AM,PA,815717,,900 ARCH ST,"900 ARCH ST, 19107","(39.953406209,-75.1551587958)",BUS ONLY ZONE   CC,$76.00,PPA,"(39.953406209, -75.1551587958)"
02/27/2012 12:42:00 AM,PA,931896,,100 S 2ND ST,"100 S 2ND ST, 19106","(39.9481429003,-75.1441339067)",PARKING PROHBITED CC,$51.00,PPA,"(39.9481429003, -75.1441339067)"
02/27/2012 12:49:00 AM,PA,1122207,,100 CHESTNUT,"100 CHESTNUT ST, 19106","(39.9482248938,-75.1428741259)",STOP PROHIBITED CC,$76.00,PPA,"(39.9482248938, -75.1428741259)"
02/27/2012 12:50:00 AM,PA,985794,,100 CHESTNUT,"100 CHESTNUT ST, 19106","(39.9482248938,-75.1428741259)",STOP PROHIBITED CC,$76.00,PPA,"(39.9482248938, -75.1428741259)"
02/29/2012 01:50:00 PM,PA,653161,04,3400 MORAVIA,,,PARKING PROHBITED CC,$51.00,PENN,
04/27/2012 12:40:00 PM,NJ,293616,04,423 GAURDIAN,"423 GUARDIAN DR, 19104","(39.9487412137,-75.1974572286)",LOADING ZONE   CC,$51.00,PENN,"(39.9487412137, -75.1974572286)"
06/06/2012 09:35:00 AM,PA,865453,04,3407 WALNUT,"3407 WALNUT ST, 19104","(39.9529768838,-75.1934429404)",LOADING ZONE   CC,$51.00,PENN,"(39.9529768838, -75.1934429404)"
11/28/2012 05:50:00 PM,PA,903881,04,3400 WALNUT,"3400 WALNUT ST, 19104","(39.9529768838,-75.1934429404)",BUS ONLY ZONE   CC,$76.00,PENN,"(39.9529768838, -75.1934429404)"
11/29/2012 10:35:00 AM,NJ,237273,04,3825 SANSOM,"3825 SANSOM ST, 19104","(39.954481844,-75.1992847913)",STOP PROHIBITED CC,$76.00,PENN,"(39.954481844, -75.1992847913)"
01/16/2013 04:27:00 PM,TN,1712822,04,200 S 40TH ST,"200 S 40TH ST, 19104","(39.9535424813,-75.2027092491)",IMPROPER ON 1WAY HWY,$31.00,PENN,"(39.9535424813, -75.2027092491)"
01/19/2013 04:15:00 PM,AZ,4686,04,200 S 33RD ST,"200 S 33RD ST, 19104","(39.9519451521,-75.1901681686)",PARKING PROHBITED CC,$51.00,PENN,"(39.9519451521, -75.1901681686)"
01/19/2013 04:20:00 PM,NJ,330331,04,200 S 33RD ST,"200 S 33RD ST, 19104","(39.9519451521,-75.1901681686)",PARKING PROHBITED CC,$51.00,PENN,"(39.9519451521, -75.1901681686)"
01/19/2013 04:20:00 PM,PA,693224,04,200 S 33RD ST,"200 S 33RD ST, 19104","(39.9519451521,-75.1901681686)",PARKING PROHBITED CC,$51.00,PENN,"(39.9519451521, -75.1901681686)"
01/19/2013 04:20:00 PM,PA,561198,04,200 S 33RD ST,"200 S 33RD ST, 19104","(39.9519451521,-75.1901681686)",PARKING PROHBITED CC,$51.00,PENN,"(39.9519451521, -75.1901681686)"
01/19/2013 04:20:00 PM,NJ,344179,04,200 S 33RD ST,"200 S 33RD ST, 19104","(39.9519451521,-75.1901681686)",PARKING PROHBITED CC,$51.00,PENN,"(39.9519451521, -75.1901681686)"
01/19/2013 04:25:00 PM,PA,1228538,04,200 S 33RD ST,"200 S 33RD ST, 19104","(39.9519451521,-75.1901681686)",PARKING PROHBITED CC,$51.00,PENN,"(39.9519451521, -75.1901681686)"
01/19/2013 04:25:00 PM,PA,1276451,04,200 S 33RD ST,"200 S 33RD ST, 19104","(39.9519451521,-75.1901681686)",PARKING PROHBITED CC,$51.00,PENN,"(39.9519451521, -75.1901681686)"
01/19/2013 04:25:00 PM,PA,692045,04,200 S 33RD ST,"200 S 33RD ST, 19104","(39.9519451521,-75.1901681686)",PARKING PROHBITED CC,$51.00,PENN,"(39.9519451521, -75.1901681686)"
01/19/2013 04:25:00 PM,PA,1157158,04,200 S 33RD ST,"200 S 33RD ST, 19104","(39.9519451521,-75.1901681686)",PARKING PROHBITED CC,$51.00,PENN,"(39.9519451521, -75.1901681686)"
01/19/2013 04:25:00 PM,PA,1015508,04,200 S 33RD ST,"200 S 33RD ST, 19104","(39.9519451521,-75.1901681686)",PARKING PROHBITED CC,$51.00,PENN,"(39.9519451521, -75.1901681686)"
01/19/2013 04:30:00 PM,MD,126619,04,200 S 33RD ST,"200 S 33RD ST, 19104","(39.9519451521,-75.1901681686)",PARKING PROHBITED CC,$51.00,PENN,"(39.9519451521, -75.1901681686)"
01/19/2013 04:30:00 PM,PA,1058846,04,200 S 33RD ST,"200 S 33RD ST, 19104","(39.9519451521,-75.1901681686)",PARKING PROHBITED CC,$51.00,PENN,"(39.9519451521, -75.1901681686)"
01/19/2013 04:30:00 PM,NJ,324803,04,200 S 33RD ST,"200 S 33RD ST, 19104","(39.9519451521,-75.1901681686)",PARKING PROHBITED CC,$51.00,PENN,"(39.9519451521, -75.1901681686)"
01/19/2013 04:30:00 PM,PA,1316416,04,200 S 33RD ST,"200 S 33RD ST, 19104","(39.9519451521,-75.1901681686)",PARKING PROHBITED CC,$51.00,PENN,"(39.9519451521, -75.1901681686)"
01/31/2013 07:40:00 AM,PA,1123411,04,3400 CIVIC C,,,STOP PROHIBITED CC,$76.00,PENN,
01/31/2013 07:45:00 AM,NJ,232029,04,3400 CIVIC C,,,STOP PROHIBITED CC,$76.00,PENN,
01/31/2013 07:55:00 AM,PA,1035617,04,3400 CIVIC C,,,STOP PROHIBITED CC,$76.00,PENN,
01/31/2013 08:25:00 AM,PA,878023,04,3400 CIVIC C,,,STOP PROHIBITED CC,$76.00,PENN,
01/31/2013 08:43:00 AM,PA,1250619,04,3400 CIVIC C,,,STOP PROHIBITED CC,$76.00,PENN,
01/31/2013 07:55:00 AM,PA,962578,04,3400 CIVIC C,,,STOP PROHIBITED CC,$76.00,PENN,
01/22/2012 12:15:00 PM,PA,974208,04,399 S 33RD,"399 S 33RD ST, 19104","(39.949256733,-75.1927095051)",IMPROPER ON 2WAY HWY,$31.00,PENN,"(39.949256733, -75.1927095051)"
01/22/2012 12:16:00 PM,PA,1068564,04,399 S 33RD,"399 S 33RD ST, 19104","(39.949256733,-75.1927095051)",IMPROPER ON 2WAY HWY,$31.00,PENN,"(39.949256733, -75.1927095051)"
03/15/2012 10:40:00 AM,NY,461335,04,3400 MORAVIA,,,PARKING PROHBITED CC,$51.00,PENN,
03/20/2012 09:58:00 AM,VA,1740021,04,425 GUARDIAN,"425 GUARDIAN DR, 19104","(39.9487412137,-75.1974572286)",PARKING PROHBITED CC,$51.00,PENN,"(39.9487412137, -75.1974572286)"
03/20/2012 10:01:00 AM,PA,774926,04,423 GUARDIAN,"423 GUARDIAN DR, 19104","(39.9487412137,-75.1974572286)",HP RESERVED SPACE,$301.00,PENN,"(39.9487412137, -75.1974572286)"
03/20/2012 10:15:00 AM,IL,92112,04,423 GUARDIAN,"423 GUARDIAN DR, 19104","(39.9487412137,-75.1974572286)",LOADING ZONE   CC,$51.00,PENN,"(39.9487412137, -75.1974572286)"
03/20/2012 12:00:00 AM,FL,80730,04,423 GUARDIAN,"423 GUARDIAN DR, 19104","(39.9487412137,-75.1974572286)",LOADING ZONE   CC,$51.00,PENN,"(39.9487412137, -75.1974572286)"
04/02/2012 12:01:00 PM,NY,439231,04,3421 WALNUT,"3421 WALNUT ST, 19104","(39.9529768838,-75.1934429404)",STOP PROHIBITED CC,$76.00,PENN,"(39.9529768838, -75.1934429404)"
04/13/2012 01:55:00 PM,PA,1072734,04,423 GUARDIAN,"423 GUARDIAN DR, 19104","(39.9487412137,-75.1974572286)",PARKING PROHBITED CC,$51.00,PENN,"(39.9487412137, -75.1974572286)"
02/05/2012 12:11:00 AM,PA,857819,04,3400 SANSOM,"3400 SANSOM ST, 19104","(39.9536615605,-75.1926813073)",PARKING PROHBITED CC,$51.00,PENN,"(39.9536615605, -75.1926813073)"
02/15/2012 03:43:00 AM,PA,498870,04,399 S 34TH,"399 S 34TH ST, 19104","(39.9492934542,-75.1928464087)",PARKING PROHBITED CC,$51.00,PENN,"(39.9492934542, -75.1928464087)"
04/10/2012 12:08:00 AM,PA,1149941,04,100 S 31ST,"100 31ST ST, 19104","(39.9526793598,-75.1854386275)",PARKING PROHBITED CC,$51.00,PENN,"(39.9526793598, -75.1854386275)"
04/10/2012 12:10:00 AM,PA,1002889,04,100 S 31ST ST,"100 31ST ST, 19104","(39.9526793598,-75.1854386275)",PARKING PROHBITED CC,$51.00,PENN,"(39.9526793598, -75.1854386275)"
04/17/2012 12:36:00 AM,PA,614429,04,3100 CHESTNU,"3100 CHESTNUT ST, 19104","(39.9536511937,-75.1863279279)",PARKING PROHBITED CC,$51.00,PENN,"(39.9536511937, -75.1863279279)"
04/17/2012 10:56:00 AM,PA,1201859,04,3100 CHESTNU,"3100 CHESTNUT ST, 19104","(39.9536511937,-75.1863279279)",CROSSWALK    CC,$76.00,PENN,"(39.9536511937, -75.1863279279)"
04/17/2012 10:55:00 AM,PA,1091457,04,31ST CHESTNU,"31 CHESTNUT ST, 19106","(39.9480675268,-75.1416110586)",CROSSWALK    CC,$76.00,PENN,"(39.9480675268, -75.1416110586)"
04/17/2012 01:10:00 AM,PA,1593117,04,3100 CHESTNU,"3100 CHESTNUT ST, 19104","(39.9536511937,-75.1863279279)",DOUBLE PARKED  CC,$76.00,PENN,"(39.9536511937, -75.1863279279)"
04/17/2012 01:29:00 AM,PA,1113902,04,3100 CHESTNU,"3100 CHESTNUT ST, 19104","(39.9536511937,-75.1863279279)",PARKING PROHBITED CC,$51.00,PENN,"(39.9536511937, -75.1863279279)"
05/11/2012 12:06:00 AM,PA,908529,04,3100 WALNUT,"3100 WALNUT ST, 19104","(39.9521818486,-75.1870484442)",STOP PROHIBITED CC,$76.00,PENN,"(39.9521818486, -75.1870484442)"
05/23/2012 12:00:00 AM,PA,1149343,04,3200 CHESTNU,"3200 CHESTNUT ST, 19104","(39.9539315977,-75.1885539209)",PARKING PROHBITED CC,$51.00,PENN,"(39.9539315977, -75.1885539209)"
05/22/2012 12:00:00 AM,PA,1104597,00,,,,PARKING PROHBITED CC,$0.00,PENN,
05/22/2012 12:02:00 AM,PA,1104597,04,3200 CHESTNU,"3200 CHESTNUT ST, 19104","(39.9539315977,-75.1885539209)",PARKING PROHBITED CC,$51.00,PENN,"(39.9539315977, -75.1885539209)"
05/22/2012 01:00:00 AM,PA,1145248,04,3200 CHESTNU,"3200 CHESTNUT ST, 19104","(39.9539315977,-75.1885539209)",PARKING PROHBITED CC,$51.00,PENN,"(39.9539315977, -75.1885539209)"
05/22/2012 01:21:00 AM,PA,680602,04,100 S 31ST 4,,,IMPROPER ON 2WAY HWY,$31.00,PENN,
06/12/2012 12:34:00 AM,PA,1245604,04,3100 CHESTNU,"3100 CHESTNUT ST, 19104","(39.9536511937,-75.1863279279)",PARKING PROHBITED CC,$51.00,PENN,"(39.9536511937, -75.1863279279)"
06/12/2012 12:36:00 AM,PA,1149941,04,3100 CHESTNU,"3100 CHESTNUT ST, 19104","(39.9536511937,-75.1863279279)",STOP PROHIBITED CC,$76.00,PENN,"(39.9536511937, -75.1863279279)"
06/12/2012 12:40:00 AM,PA,1198512,04,3100 CHESTNU,"3100 CHESTNUT ST, 19104","(39.9536511937,-75.1863279279)",STOP PROHIBITED CC,$76.00,PENN,"(39.9536511937, -75.1863279279)"
06/12/2012 01:03:00 AM,PA,865346,04,3100 CHESTNU,"3100 CHESTNUT ST, 19104","(39.9536511937,-75.1863279279)",STOP PROHIBITED CC,$76.00,PENN,"(39.9536511937, -75.1863279279)"
01/10/2012 12:28:00 PM,PA,604120,04,200 34TH ST,"200 S 34TH ST, 19104","(39.9525665467,-75.1921494117)",SIDEWALK   CC,$76.00,PENN,"(39.9525665467, -75.1921494117)"
01/10/2012 12:30:00 PM,MD,137818,04,200 34TH ST,"200 S 34TH ST, 19104","(39.9525665467,-75.1921494117)",SIDEWALK   CC,$76.00,PENN,"(39.9525665467, -75.1921494117)"
01/20/2012 02:18:00 PM,PA,1134213,04,1 OF 34TH,,,DOUBLE PARKED  CC,$76.00,PENN,
01/30/2012 11:01:00 AM,PA,1621807,04,100 S 34TH,"100 S 34TH ST, 19104","(39.9539498195,-75.1918613324)",PARKING PROHBITED CC,$51.00,PENN,"(39.9539498195, -75.1918613324)"
01/30/2012 11:03:00 AM,PA,617964,04,100 S 34TH,"100 S 34TH ST, 19104","(39.9539498195,-75.1918613324)",PARKING PROHBITED CC,$51.00,PENN,"(39.9539498195, -75.1918613324)"
02/09/2012 09:29:00 AM,NJ,381459,04,100 34TH,"100 S 34TH ST, 19104","(39.9539498195,-75.1918613324)",DOUBLE PARKED  CC,$76.00,PENN,"(39.9539498195, -75.1918613324)"
02/16/2012 02:47:00 PM,PA,980937,04,3700 WALNUT,"3700 WALNUT ST, 19104","(39.953507168,-75.1977063265)",DOUBLE PARKED  CC,$76.00,PENN,"(39.953507168, -75.1977063265)"
03/30/2012 12:52:00 PM,PA,1207638,04,3900 CHESTNU,"3900 CHESTNUT ST, 19104","(39.9554870658,-75.201107675)",PRIVATE PROPERTY,$26.00,PENN,"(39.9554870658, -75.201107675)"
03/30/2012 12:55:00 PM,PA,875273,04,3900 CHESTNU,"3900 CHESTNUT ST, 19104","(39.9554870658,-75.201107675)",PRIVATE PROPERTY,$26.00,PENN,"(39.9554870658, -75.201107675)"
07/03/2012 11:15:00 AM,PA,765919,04,3400 WALNUT,"3400 WALNUT ST, 19104","(39.9529768838,-75.1934429404)",STOP PROHIBITED CC,$76.00,PENN,"(39.9529768838, -75.1934429404)"
07/16/2012 10:44:00 AM,PA,1080098,04,400 GUARDIAN,"400 GUARDIAN DR, 19104","(39.9487412137,-75.1974572286)",LOADING ZONE   CC,$51.00,PENN,"(39.9487412137, -75.1974572286)"
07/16/2012 10:45:00 AM,PA,898751,04,400 GUARDIAN,"400 GUARDIAN DR, 19104","(39.9487412137,-75.1974572286)",LOADING ZONE   CC,$51.00,PENN,"(39.9487412137, -75.1974572286)"
07/26/2012 11:45:00 AM,PA,1104333,04,51 N 39TH,"51 N 39TH ST, 19104","(39.9572084723,-75.199550449)",PARKING PROHBITED CC,$51.00,PENN,"(39.9572084723, -75.199550449)"
01/12/2012 09:22:00 PM,PA,1160060,04,3400 SPRUCE,"3400 SPRUCE ST, 19104","(39.9506207467,-75.1939558163)",BUS ONLY ZONE   CC,$76.00,PENN,"(39.9506207467, -75.1939558163)"
06/11/2012 05:14:00 PM,PA,972458,04,3700 WALNUT,"3700 WALNUT ST, 19104","(39.953507168,-75.1977063265)",STOP PROHIBITED CC,$76.00,PENN,"(39.953507168, -75.1977063265)"
02/04/2012 09:25:00 PM,PA,787370,04,3900 WALNUT,"3900 WALNUT ST, 19104","(39.9539677252,-75.2014257283)",STOP PROHIBITED CC,$76.00,PENN,"(39.9539677252, -75.2014257283)"
02/10/2012 04:55:00 PM,PA,1113898,04,3700 SPRUCE,"3700 SPRUCE ST, 19104","(39.9511402482,-75.1982249696)",PARKING PROHBITED CC,$51.00,PENN,"(39.9511402482, -75.1982249696)"
02/11/2012 05:05:00 PM,PA,511963,00,3910 IRVING,"3910 IRVING ST, 19104","(39.9522277866,-75.2018081656)",SIDEWALK   CC,$76.00,PENN,"(39.9522277866, -75.2018081656)"
02/23/2012 08:19:00 PM,PA,1011956,04,3900 WALNUT,"3900 WALNUT ST, 19104","(39.9539677252,-75.2014257283)",DOUBLE PARKED  CC,$76.00,PENN,"(39.9539677252, -75.2014257283)"
04/30/2012 05:23:00 PM,PA,1645076,04,300 S 34TH,"300 S 34TH ST, 19104","(39.9501419169,-75.1925994041)",STOP PROHIBITED CC,$76.00,PENN,"(39.9501419169, -75.1925994041)"
05/04/2012 03:59:00 PM,PA,1063276,04,300 S 34TH,"300 S 34TH ST, 19104","(39.9501419169,-75.1925994041)",STOP PROHIBITED CC,$76.00,PENN,"(39.9501419169, -75.1925994041)"
05/07/2012 12:40:00 PM,PA,1196764,04,3700 SPRUCE,"3700 SPRUCE ST, 19104","(39.9511402482,-75.1982249696)",STOP PROHIBITED CC,$76.00,PENN,"(39.9511402482, -75.1982249696)"
05/09/2012 06:13:00 PM,PA,976238,04,3700 WALNUT,"3700 WALNUT ST, 19104","(39.953507168,-75.1977063265)",STOP PROHIBITED CC,$76.00,PENN,"(39.953507168, -75.1977063265)"
05/11/2012 04:40:00 PM,PA,1220925,04,200 S 38TH,"200 S 38TH ST, 19104","(39.9530607173,-75.1987672015)",STOP PROHIBITED CC,$76.00,PENN,"(39.9530607173, -75.1987672015)"
05/12/2012 10:10:00 PM,PA,1144444,04,4000 WALNUT,"4000 WALNUT ST, 19104","(39.9542670214,-75.2038412774)",STOP PROHIBITED CC,$76.00,PENN,"(39.9542670214, -75.2038412774)"
04/03/2012 03:40:00 PM,PA,1029222,00,30TH WALNUT,"30 W WALNUT LN, 19144","(40.0398187868,-75.1793592771)",PARKING PROHBITED CC,$51.00,PENN,"(40.0398187868, -75.1793592771)"
06/02/2012 08:50:00 PM,PA,1192087,00,37TH WALNUT,"37 W WALNUT LN, 19144","(40.0398187868,-75.1793592771)",PARKING PROHBITED CC,$51.00,PENN,"(40.0398187868, -75.1793592771)"
06/25/2012 09:05:00 PM,PA,1242541,00,3401 SPRUCE,"3401 SPRUCE ST, 19104","(39.9506207467,-75.1939558163)",PARKING PROHBITED CC,$51.00,PENN,"(39.9506207467, -75.1939558163)"
07/02/2012 06:50:00 PM,PA,566505,04,3800 WALNUT,"3800 WALNUT ST, 19104","(39.9537236611,-75.1994551057)",PARKING PROHBITED CC,$51.00,PENN,"(39.9537236611, -75.1994551057)"
07/10/2012 05:55:00 PM,PA,609518,04,3400 SPRUCE,"3400 SPRUCE ST, 19104","(39.9506207467,-75.1939558163)",BUS ONLY ZONE   CC,$76.00,PENN,"(39.9506207467, -75.1939558163)"
07/11/2012 04:05:00 PM,PA,609536,04,3400 SPRUCE,"3400 SPRUCE ST, 19104","(39.9506207467,-75.1939558163)",BUS ONLY ZONE   CC,$76.00,PENN,"(39.9506207467, -75.1939558163)"
07/11/2012 05:01:00 PM,PA,1108676,04,3700 WALNUT,"3700 WALNUT ST, 19104","(39.953507168,-75.1977063265)",BUS ONLY ZONE   CC,$76.00,PENN,"(39.953507168, -75.1977063265)"
07/11/2012 06:02:00 PM,PA,688204,04,3400 WALNUT,"3400 WALNUT ST, 19104","(39.9529768838,-75.1934429404)",BUS ONLY ZONE   CC,$76.00,PENN,"(39.9529768838, -75.1934429404)"
03/30/2013 01:45:00 AM,DE,44268,04,1 S 38TH,"1 S 38TH ST, 19104","(39.9562717961,-75.1980884872)",DOUBLE PARKED  CC,$76.00,PENN,"(39.9562717961, -75.1980884872)"
05/09/2013 11:33:00 PM,CA,7392,04,3900 SANSOM,"3900 SANSOM ST, 19104","(39.9547276075,-75.2012642272)",SIDEWALK   CC,$76.00,POLICE,"(39.9547276075, -75.2012642272)"
06/20/2013 12:30:00 AM,NJ,213738,00,3800 LUDLOW,"3800 LUDLOW ST, 19104","(39.9559871513,-75.1989696649)",IMPROPER ON 1WAY HWY,$31.00,PENN,"(39.9559871513, -75.1989696649)"
08/01/2013 06:25:00 AM,PA,510524,00,3200 SOUTH ST,"3200 SOUTH ST, 19104","(39.9496057651,-75.1906823453)",SIDEWALK   CC,$76.00,PENN,"(39.9496057651, -75.1906823453)"
12/10/2014 06:07:00 AM,MN,157132,04,210 S 34TH ST,"210 S 34TH ST, 19104","(39.9519700241,-75.1922726436)",PARKING PROHBITED CC,$51.00,PENN,"(39.9519700241, -75.1922726436)"
02/22/2012 01:05:00 AM,PA,1168440,04,3900 SPRUCE,"3900 SPRUCE ST, 19104","(39.9516031651,-75.2019435316)",HP RESERVED SPACE,$301.00,PENN,"(39.9516031651, -75.2019435316)"
08/16/2012 11:40:00 PM,PA,1072982,04,106 S 38TH ST,"106 S 38TH ST, 19104","(39.9540002122,-75.1985506725)",FIRE HYDRANT,$76.00,PENN,"(39.9540002122, -75.1985506725)"
05/05/2012 11:48:00 AM,PA,605864,04,3600 SPRUCE,"3600 SPRUCE ST, 19104","(39.9509025564,-75.1962839722)",STOP PROHIBITED CC,$76.00,PENN,"(39.9509025564, -75.1962839722)"
06/15/2012 12:34:00 PM,PA,1604475,04,3100 W,,,PARKING PROHBITED CC,$51.00,PENN,
06/15/2012 12:41:00 PM,PA,591101,04,3100 W,,,PARKING PROHBITED CC,$51.00,PENN,
07/17/2012 10:33:00 AM,PA,510663,04,125 S 31ST ST,"125 31ST ST, 19104","(39.9526793598,-75.1854386275)",SIDEWALK   CC,$76.00,PENN,"(39.9526793598, -75.1854386275)"
